id;operator;vehicle;arrival;departure;distance;total distance;latitude(deg);longitude(deg);maps url;passenger exchange time;total in;total out;system errors;in1(D1L);out1(D1L);status1(D1L);in10(D8L);out10(D8L);status10(D8L);in11(D7L);out11(D7L);status11(D7L);in12(D7P);out12(D7P);status12(D7P);in13(D3L);out13(D3L);status13(D3L);in14(D3P);out14(D3P);status14(D3P);in15(D4P);out15(D4P);status15(D4P);in16(D4L);out16(D4L);status16(D4L);in17(D5L);out17(D5L);status17(D5L);in18(D5P);out18(D5P);status18(D5P);in19(D6P);out19(D6P);status19(D6P);in2(D1P);out2(D1P);status2(D1P);in20(D6L);out20(D6L);status20(D6L);in3(D2P);out3(D2P);status3(D2P);in4(D2L);out4(D2L);status4(D2L);in5(D10P);out5(D10P);status5(D10P);in6(D10L);out6(D10L);status6(D10L);in7(D9L);out7(D9L);status7(D9L);in8(D9P);out8(D9P);status8(D9P);in9(D8P);out9(D8P);status9(D8P)
147;KML4423;36;2025-03-15 18:45:51;2025-03-15 18:46:41;1106;568028;52.19323;20.98123;http://maps.google.com/maps?q=52.19323%2C20.98123;20;7;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
148;KML4423;36;2025-03-15 18:47:49;2025-03-15 18:49:29;2026;569134;52.19684;20.96617;http://maps.google.com/maps?q=52.19684%2C20.96617;68;12;10;0;0;5;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
149;KML4423;36;2025-03-15 18:51:23;2025-03-15 18:52:31;2873;571160;52.20562;20.94162;http://maps.google.com/maps?q=52.20562%2C20.94162;37;11;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;3;0;0;1;0;0
150;KML4423;36;2025-03-15 18:55:41;2025-03-15 19:00:33;2736;574033;52.22035;20.9655;http://maps.google.com/maps?q=52.22035%2C20.9655;259;28;6;0;1;1;0;1;0;0;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0
151;KML4423;36;2025-03-15 19:04:10;2025-03-15 19:05:44;4562;576769;0;0;n/a;59;122;17;1;9;3;0;8;1;0;10;0;0;0;0;0;19;0;0;0;0;0;0;0;0;17;3;0;18;3;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;12;3;0;0;0;0;14;2;0;8;2;0;0;0;0;0;0;0
152;KML4423;36;2025-03-15 19:11:16;2025-03-15 19:14:38;2416;581331;52.2513983333333;21.05236;http://maps.google.com/maps?q=52.2513983333333%2C21.05236;170;36;20;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;1;0;8;3;0;0;0;0;0;0;0;3;2;0;1;0;0;6;3;0;0;0;0;5;3;0;0;0;0;6;2;0;0;0;0;0;0;0;4;4;0;1;0;0
153;KML4423;36;2025-03-15 19:17:45;2025-03-15 19:18:28;4628;583747;52.26434;21.05161;http://maps.google.com/maps?q=52.26434%2C21.05161;11;8;5;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0
154;KML4423;36;2025-03-15 19:21:58;2025-03-15 19:22:46;4860;588375;52.29375;21.01346;http://maps.google.com/maps?q=52.29375%2C21.01346;14;21;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;6;0;0;0;0;0;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
155;KML4423;36;2025-03-15 19:25:49;2025-03-15 19:26:39;8203;593235;52.33406;20.986;http://maps.google.com/maps?q=52.33406%2C20.986;16;4;8;0;1;1;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
156;KML4423;36;2025-03-15 19:30:53;2025-03-15 19:31:50;2143;601438;52.40139;20.94177;http://maps.google.com/maps?q=52.40139%2C20.94177;24;16;67;0;0;11;0;0;3;0;3;4;0;0;0;0;1;4;0;0;0;0;0;0;0;2;8;0;2;11;0;0;0;0;0;0;0;0;1;0;3;4;0;0;0;0;0;11;0;0;0;0;1;5;0;4;5;0;0;0;0;0;0;0
157;KML4423;36;2025-03-15 19:33:50;2025-03-15 19:34:44;2078;603581;52.4111;20.9157783333333;http://maps.google.com/maps?q=52.4111%2C20.9157783333333;25;3;39;0;1;1;0;0;6;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;17;0;1;6;0;0;0;0;0;0;0
158;KML4423;36;2025-03-15 19:36:25;2025-03-15 19:37:12;11265;605659;52.41554;20.8862;http://maps.google.com/maps?q=52.41554%2C20.8862;7;2;16;0;0;3;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0
159;KML4423;36;2025-03-15 19:42:41;2025-03-15 19:43:39;3665;616924;52.42536;20.72356;http://maps.google.com/maps?q=52.42536%2C20.72356;30;7;68;0;2;7;0;2;5;0;2;6;0;0;0;0;0;11;0;0;0;0;0;0;0;0;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;3;0;0;0;0;1;5;0;0;8;0;0;0;0;0;0;0
160;KML4423;36;2025-03-15 19:46:43;2025-03-15 20:14:35;3757;620589;52.4437;20.7041;http://maps.google.com/maps?q=52.4437%2C20.7041;1642;40;58;0;12;13;0;3;3;0;2;12;0;0;0;0;2;1;0;0;0;0;0;0;0;3;9;0;0;7;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;18;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
161;KML4423;36;2025-03-15 20:17:42;2025-03-15 20:18:20;11033;624346;52.42523;20.72474;http://maps.google.com/maps?q=52.42523%2C20.72474;10;12;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
162;KML4423;36;2025-03-15 20:23:36;2025-03-15 20:24:30;2069;635379;52.41576;20.88403;http://maps.google.com/maps?q=52.41576%2C20.88403;25;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
163;KML4423;36;2025-03-15 20:26:08;2025-03-15 20:26:55;2243;637448;52.4113583333333;20.91349;http://maps.google.com/maps?q=52.4113583333333%2C20.91349;20;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
164;KML4423;36;2025-03-15 20:28:34;2025-03-15 20:29:38;8250;639691;52.40164;20.94109;http://maps.google.com/maps?q=52.40164%2C20.94109;36;22;5;0;6;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
165;KML4423;36;2025-03-15 20:33:59;2025-03-15 20:34:39;4904;647941;52.33407;20.98584;http://maps.google.com/maps?q=52.33407%2C20.98584;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
166;KML4423;36;2025-03-15 20:37:56;2025-03-15 20:38:44;4655;652845;52.29367;21.0131883333333;http://maps.google.com/maps?q=52.29367%2C21.0131883333333;17;5;5;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
167;KML4423;36;2025-03-15 20:42:18;2025-03-15 20:43:03;2365;657500;52.26407;21.05242;http://maps.google.com/maps?q=52.26407%2C21.05242;14;1;11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0
168;KML4423;36;2025-03-15 20:46:08;2025-03-15 20:49:34;4653;659865;52.25162;21.05173;http://maps.google.com/maps?q=52.25162%2C21.05173;173;9;27;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;4;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;2;4;0;0;0;0;0;16;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
169;KML4423;36;2025-03-15 20:55:00;2025-03-15 20:56:32;2656;664518;0;0;n/a;61;13;22;1;2;2;0;0;2;0;3;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;1;0;0;0;0;4;0;0;3;3;0;0;0;0;0;0;0
170;KML4423;36;2025-03-15 20:59:38;2025-03-15 21:02:50;2964;667174;52.22075;20.96544;http://maps.google.com/maps?q=52.22075%2C20.96544;160;3;8;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
171;KML4423;36;2025-03-15 21:07:38;2025-03-15 21:08:23;2038;670138;52.20555;20.94136;http://maps.google.com/maps?q=52.20555%2C20.94136;19;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172;KML4423;36;2025-03-15 21:10:10;2025-03-15 21:10:51;1102;672176;52.19677;20.96622;http://maps.google.com/maps?q=52.19677%2C20.96622;12;3;8;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
173;KML4423;36;2025-03-15 21:11:58;2025-03-15 21:12:37;1583;673278;52.19318;20.98123;http://maps.google.com/maps?q=52.19318%2C20.98123;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
174;KML4423;36;2025-03-15 21:14:14;2025-03-15 21:15:31;2030;674861;52.18056;20.98692;http://maps.google.com/maps?q=52.18056%2C20.98692;48;2;8;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0
175;KML4423;36;2025-03-15 21:18:15;2025-03-15 21:40:31;2090;676891;0;0;n/a;1303;14;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;1;0;0;0;0;3;2;0;0;0;0;3;2;0;0;0;0;0;0;0;2;1;0;0;1;0
176;KML4423;36;2025-03-15 21:43:09;2025-03-15 21:44:26;1558;678981;52.18097;20.98715;http://maps.google.com/maps?q=52.18097%2C20.98715;41;4;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
177;KML4423;36;2025-03-15 21:46:08;2025-03-15 21:46:51;1101;680539;52.19327;20.9809883333333;http://maps.google.com/maps?q=52.19327%2C20.9809883333333;11;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0
178;KML4423;36;2025-03-15 21:48:13;2025-03-15 21:49:31;2017;681640;52.19685;20.96602;http://maps.google.com/maps?q=52.19685%2C20.96602;50;2;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0
179;KML4423;36;2025-03-15 21:51:43;2025-03-15 21:52:35;2864;683657;52.2055983333333;20.94161;http://maps.google.com/maps?q=52.2055983333333%2C20.94161;22;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0
180;KML4423;36;2025-03-15 21:56:06;2025-03-15 22:00:33;2739;686521;52.22022;20.96511;http://maps.google.com/maps?q=52.22022%2C20.96511;237;6;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
181;KML4423;36;2025-03-15 22:04:23;2025-03-15 22:05:34;4540;689260;0;0;n/a;39;76;7;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;9;3;0;9;0;0;0;0;0;0;0;0;10;2;0;9;0;0;4;0;0;0;0;0;5;0;0;0;0;0;4;2;0;0;0;0;0;0;0;9;0;0;9;0;0
182;KML4423;36;2025-03-15 22:10:49;2025-03-15 22:14:50;2437;693800;52.2513;21.0520383333333;http://maps.google.com/maps?q=52.2513%2C21.0520383333333;211;22;11;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;6;1;0;0;0;0;0;0;0;1;3;0;4;0;0;0;0;0;0;0;0;1;2;0;0;0;0;4;1;0;0;0;0;0;0;0;0;1;0;2;0;0
183;KML4423;36;2025-03-15 22:17:40;2025-03-15 22:18:39;4616;696237;52.2643083333333;21.05166;http://maps.google.com/maps?q=52.2643083333333%2C21.05166;33;3;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
184;KML4423;36;2025-03-15 22:22:02;2025-03-15 22:22:44;4871;700853;52.2936;21.01351;http://maps.google.com/maps?q=52.2936%2C21.01351;7;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;3;0;0;0;0;0
185;KML4423;36;2025-03-15 22:25:37;2025-03-15 22:26:15;8207;705724;52.33404;20.986;http://maps.google.com/maps?q=52.33404%2C20.986;9;4;8;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0
186;KML4423;36;2025-03-15 22:30:43;2025-03-15 22:31:33;2133;713931;52.40139;20.94175;http://maps.google.com/maps?q=52.40139%2C20.94175;21;6;42;0;2;2;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;8;0;0;4;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;2;0;0;0;0;1;5;0;3;5;0;0;0;0;0;0;0
187;KML4423;36;2025-03-15 22:33:32;2025-03-15 22:34:29;2082;716064;52.41107;20.91591;http://maps.google.com/maps?q=52.41107%2C20.91591;30;2;7;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
188;KML4423;36;2025-03-15 22:36:11;2025-03-15 22:36:52;11272;718146;52.41552;20.88624;http://maps.google.com/maps?q=52.41552%2C20.88624;13;2;14;0;1;2;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;3;0;0;0;0;0;0;0
189;KML4423;36;2025-03-15 22:42:40;2025-03-15 22:43:29;3660;729418;52.42534;20.72352;http://maps.google.com/maps?q=52.42534%2C20.72352;23;2;27;0;1;1;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;8;0;0;5;0;0;0;0;0;0;0
190;KML4423;36;2025-03-15 22:46:39;2025-03-15 23:14:35;3731;733078;52.4436583333333;20.70407;http://maps.google.com/maps?q=52.4436583333333%2C20.70407;1645;12;31;0;6;7;0;0;0;0;0;4;0;0;0;0;1;4;0;0;0;0;0;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
191;KML4423;36;2025-03-15 23:17:41;2025-03-15 23:18:20;15372;736809;52.42524;20.72437;http://maps.google.com/maps?q=52.42524%2C20.72437;8;6;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192;KML4423;36;2025-03-15 23:27:10;2025-03-15 23:29:38;17790;752181;52.40163;20.94109;http://maps.google.com/maps?q=52.40163%2C20.94109;112;6;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
193;KML4423;36;2025-03-15 23:41:31;2025-03-15 23:42:35;2385;769971;52.26412;21.05212;http://maps.google.com/maps?q=52.26412%2C21.05212;33;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
194;KML4423;36;2025-03-15 23:46:40;2025-03-15 23:49:33;4616;772356;52.25163;21.05174;http://maps.google.com/maps?q=52.25163%2C21.05174;140;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
195;KML4423;36;2025-03-15 23:54:50;2025-03-15 23:56:33;2671;776972;0;0;n/a;74;4;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;5;0;0;0;0;0;0;0;0;4;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
196;KML4423;36;2025-03-15 23:59:32;2025-03-16 00:05:12;11120;779643;52.22041;20.96575;http://maps.google.com/maps?q=52.22041%2C20.96575;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
197;KML4423;36;2025-03-16 00:25:55;2025-03-16 00:25:55;0;790763;52.25461;21.10406;http://maps.google.com/maps?q=52.25461%2C21.10406;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
